ID,RULES,SEVERITY,STATUS,EFFORT,INTRO HASH,INTRO NAME,INTRO DATE,FIXED DATE,FIXED NAME,FIXED HASH
384,Too many local variables,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
29,Cognitive Complexity of functions should not be too high,CRITICAL,CLOSED,41,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
20,Functions should not be too complex,CRITICAL,CLOSED,16,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
385,Too many statements,MINOR,CLOSED,0,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
276,Access of nonexistent member,MAJOR,CLOSED,10,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
14,Docstrings should be defined,MAJOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
328,Redefined function/class/method,MAJOR,CLOSED,15,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
382,Unused argument,MINOR,CLOSED,15,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
382,Unused argument,MINOR,CLOSED,15,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
382,Unused argument,MINOR,CLOSED,15,fb53107a,Bolke de Bruin,2015/10/25,2015/11/7,Bolke de Bruin,b4b04cd0
354,Too few public methods,MINOR,CLOSED,60,fb53107a,Bolke de Bruin,2015/10/25,2016/5/28,Bolke de Bruin,e97a1fc7
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
381,Unused variable,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
409,Catching too general exception,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
386,Bad continuation,MINOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/2/26,Bolke de Bruin,4f52db31
305,__init__ method from base class is not called,MINOR,CLOSED,20,4f52db31,Bolke de Bruin,2017/2/26,2017/3/12,Bolke de Bruin,fdefe1f8
384,Too many local variables,MINOR,CLOSED,20,b4b04cd0,Bolke de Bruin,2015/11/7,2017/6/16,Bolke de Bruin,fb21bcbc
29,Cognitive Complexity of functions should not be too high,CRITICAL,CLOSED,10,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
14,Docstrings should be defined,MAJOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
384,Too many local variables,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
40,Functions should not contain too many return statements,MAJOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
14,Docstrings should be defined,MAJOR,CLOSED,5,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
384,Too many local variables,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
384,Too many local variables,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
384,Too many local variables,MINOR,CLOSED,20,fb53107a,Bolke de Bruin,2015/10/25,2017/11/12,Bolke de Bruin,9ec7f0f0
14,Docstrings should be defined,MAJOR,CLOSED,5,b4b04cd0,Bolke de Bruin,2015/11/7,2017/11/12,Bolke de Bruin,9ec7f0f0
40,Functions should not contain too many return statements,MAJOR,CLOSED,20,b4b04cd0,Bolke de Bruin,2015/11/7,2017/11/12,Bolke de Bruin,9ec7f0f0
14,Docstrings should be defined,MAJOR,CLOSED,5,b4b04cd0,Bolke de Bruin,2015/11/7,2017/11/12,Bolke de Bruin,9ec7f0f0
386,Bad continuation,MINOR,CLOSED,5,fdefe1f8,Bolke de Bruin,2017/3/12,2017/11/12,Bolke de Bruin,9ec7f0f0
380,Unused import,MINOR,CLOSED,1,fb53107a,Bolke de Bruin,2015/10/25,2017/12/2,Bolke de Bruin,1359d873
382,Unused argument,MINOR,CLOSED,15,a36861a5,Bolke de Bruin,2016/4/16,2017/12/2,Bolke de Bruin,1359d873
382,Unused argument,MINOR,CLOSED,15,a36861a5,Bolke de Bruin,2016/4/16,2017/12/2,Bolke de Bruin,1359d873
14,Docstrings should be defined,MAJOR,CLOSED,5,a36861a5,Bolke de Bruin,2016/4/16,2017/12/2,Bolke de Bruin,1359d873
14,Docstrings should be defined,MAJOR,CLOSED,5,a36861a5,Bolke de Bruin,2016/4/16,2017/12/2,Bolke de Bruin,1359d873
305,__init__ method from base class is not called,MINOR,CLOSED,20,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
275,Missing required attribute,MINOR,CLOSED,20,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
50,Lines should not be too long,MAJOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
50,Lines should not be too long,MAJOR,CLOSED,1,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
2,Unused local variables should be removed,MINOR,CLOSED,5,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
381,Unused variable,MINOR,CLOSED,5,9ec7f0f0,Bolke de Bruin,2017/11/12,2017/12/10,Bolke de Bruin,02ff8ae3
305,__init__ method from base class is not called,MINOR,CLOSED,20,1359d873,Bolke de Bruin,2017/12/2,2017/12/10,Bolke de Bruin,02ff8ae3
305,__init__ method from base class is not called,MINOR,CLOSED,20,1359d873,Bolke de Bruin,2017/12/2,2017/12/10,Bolke de Bruin,02ff8ae3
309,Specify string format arguments as logging function parameters,MINOR,CLOSED,5,4e455e55,Chris Riccomini,2015/12/13,2015/12/19,Chris Riccomini,bd42a707
309,Specify string format arguments as logging function parameters,MINOR,CLOSED,5,4e455e55,Chris Riccomini,2015/12/13,2015/12/19,Chris Riccomini,bd42a707
309,Specify string format arguments as logging function parameters,MINOR,CLOSED,5,4e455e55,Chris Riccomini,2015/12/13,2015/12/19,Chris Riccomini,bd42a707
380,Unused import,MINOR,CLOSED,1,4e455e55,Chris Riccomini,2015/12/13,2016/2/28,Chris Riccomini,6ab1a1d3
381,Unused variable,MINOR,CLOSED,5,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
382,Unused argument,MINOR,CLOSED,15,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
382,Unused argument,MINOR,CLOSED,15,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
14,Docstrings should be defined,MAJOR,CLOSED,5,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
381,Unused variable,MINOR,CLOSED,5,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
382,Unused argument,MINOR,CLOSED,15,f5df0d34,Fokko Driesprong,2017/11/26,2019/1/20,Fokko Driesprong,31318ba8
305,__init__ method from base class is not called,MINOR,CLOSED,20,7398ddaf,Jeremiah Lowin,2016/3/27,2016/4/3,Jeremiah Lowin,31168bc2
309,Specify string format arguments as logging function parameters,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
394,Undefined variable,MAJOR,CLOSED,10,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
345,Expression is assigned to nothing,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
400,Attribute defined outside __init__,MINOR,CLOSED,0,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
400,Attribute defined outside __init__,MINOR,CLOSED,0,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
400,Attribute defined outside __init__,MINOR,CLOSED,0,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
340,Abstract method is not overridden,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
53,Lines should not end with trailing whitespaces,MINOR,CLOSED,1,6cffc62e,Maxime Beauchemin,2014/10/12,2014/10/19,Maxime Beauchemin,19fbce4c
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/2,Maxime Beauchemin,dc9537df
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/23,Maxime Beauchemin,5338ec83
365,"Wrong number of spaces around an operator, bracket, or comma, or before a block opener colon",MINOR,CLOSED,1,19fbce4c,Maxime Beauchemin,2014/10/19,2014/11/23,Maxime Beauchemin,5338ec83
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
328,Redefined function/class/method,MAJOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
384,Too many local variables,MINOR,CLOSED,20,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
382,Unused argument,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/11/30,Maxime Beauchemin,d9e26d1d
16,"Sections of code should not be ""commented out""",MAJOR,CLOSED,5,19fbce4c,Maxime Beauchemin,2014/10/19,2014/11/30,Maxime Beauchemin,d9e26d1d
380,Unused import,MINOR,CLOSED,1,5338ec83,Maxime Beauchemin,2014/11/23,2014/11/30,Maxime Beauchemin,d9e26d1d
381,Unused variable,MINOR,CLOSED,5,5338ec83,Maxime Beauchemin,2014/11/23,2014/11/30,Maxime Beauchemin,d9e26d1d
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/14,Maxime Beauchemin,9e9ab947
309,Specify string format arguments as logging function parameters,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/14,Maxime Beauchemin,9e9ab947
381,Unused variable,MINOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/14,Maxime Beauchemin,9e9ab947
57,Source files should have a sufficient density of comment lines,MAJOR,CLOSED,2,5338ec83,Maxime Beauchemin,2014/11/23,2014/12/14,Maxime Beauchemin,9e9ab947
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/21,Maxime Beauchemin,4631b8e5
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/21,Maxime Beauchemin,4631b8e5
380,Unused import,MINOR,CLOSED,1,dc9537df,Maxime Beauchemin,2014/11/2,2014/12/21,Maxime Beauchemin,4631b8e5
14,Docstrings should be defined,MAJOR,CLOSED,5,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/21,Maxime Beauchemin,4631b8e5
382,Unused argument,MINOR,CLOSED,15,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/21,Maxime Beauchemin,4631b8e5
382,Unused argument,MINOR,CLOSED,15,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/21,Maxime Beauchemin,4631b8e5
382,Unused argument,MINOR,CLOSED,15,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/21,Maxime Beauchemin,4631b8e5
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
14,Docstrings should be defined,MAJOR,CLOSED,5,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
405,No exception type(s) specified,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
384,Too many local variables,MINOR,CLOSED,20,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,6cffc62e,Maxime Beauchemin,2014/10/12,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,dc9537df,Maxime Beauchemin,2014/11/2,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,dc9537df,Maxime Beauchemin,2014/11/2,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,dc9537df,Maxime Beauchemin,2014/11/2,2014/12/26,Maxime Beauchemin,0f14481e
449,Unnecessary semicolon,MINOR,CLOSED,1,5338ec83,Maxime Beauchemin,2014/11/23,2014/12/26,Maxime Beauchemin,0f14481e
354,Too few public methods,MINOR,CLOSED,60,5338ec83,Maxime Beauchemin,2014/11/23,2014/12/26,Maxime Beauchemin,0f14481e
381,Unused variable,MINOR,CLOSED,5,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
381,Unused variable,MINOR,CLOSED,5,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
342,Redefining name from outer scope,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
381,Unused variable,MINOR,CLOSED,5,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
384,Too many local variables,MINOR,CLOSED,20,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
382,Unused argument,MINOR,CLOSED,15,d9e26d1d,Maxime Beauchemin,2014/11/30,2014/12/26,Maxime Beauchemin,0f14481e
14,Docstrings should be defined,MAJOR,CLOSED,5,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
386,Bad continuation,MINOR,CLOSED,5,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
409,Catching too general exception,MINOR,CLOSED,20,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
386,Bad continuation,MINOR,CLOSED,5,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
381,Unused variable,MINOR,CLOSED,5,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
384,Too many local variables,MINOR,CLOSED,20,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
405,No exception type(s) specified,MINOR,CLOSED,15,0d082f5c,Maxime Beauchemin,2014/12/7,2014/12/26,Maxime Beauchemin,0f14481e
